,movieId,title,genres,overview,popularity,release_date,vote_average,vote_count,year
1253,2712,Eyes Wide Shut,"['Drama', 'Mystery', 'Thriller']","After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",47.627,1999-07-16,7.474,5645,1999
1254,2713,Lake Placid,"['Horror', 'Thriller']","When a man is eaten alive by an unknown creature, the local Game Warden teams up with a paleontologist from New York to find the beast. Add to the mix an eccentric philanthropist with a penchant for ""Crocs"", and here we go! This quiet, remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people!",19.592,1999-07-15,5.88,1035,1999
1255,2717,Ghostbusters II,"['Comedy', 'Fantasy', 'Sci-Fi']","Five years after they defeated Gozer, the Ghostbusters are out of business. When Dana begins to have ghost problems again, the boys come out of retirement to aid her and hopefully save New York City from a new paranormal threat.",36.816,1989-06-16,6.533,3982,1989
1256,2718,Drop Dead Gorgeous,['Comedy'],"In a small Minnesota town, the annual beauty pageant is being covered by a TV crew. Former winner Gladys Leeman wants to make sure her daughter follows in her footsteps; explosions, falling lights, and trailer fires prove that. As the Leemans are the richest family in town, the police are pretty relaxed about it all. Despite everything, main rival (but sweet) Amber Atkins won't give up without a fight.",12.917,1999-07-23,6.416,334,1999
1257,2720,Inspector Gadget,"['Action', 'Adventure', 'Children', 'Comedy']","John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",18.011,1999-07-23,4.5,1112,1999
1258,2722,Deep Blue Sea,"['Action', 'Horror', 'Sci-Fi', 'Thriller']","Researchers on the undersea lab Aquatica have genetically altered the brains of captive sharks to develop a cure for Alzheimer's disease. But there's an unexpected side effect: the sharks got smarter, faster, and more dangerous. After a big storm damages their remote research facility, they must fight for their lives.",22.423,1999-07-28,6.0,2247,1999
1259,2723,Mystery Men,"['Action', 'Comedy', 'Fantasy']","When Champion City's hero Captain Amazing is kidnapped by the recently paroled supervillain Casanova Frankenstein, a trio of average, everyday superheroes -- Mr. Furious, the Shoveler and the Blue Raja -- assemble a new super team to save him.",16.575,1999-08-06,5.822,757,1999
1260,2724,Runaway Bride,"['Comedy', 'Romance']","Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly.",27.118,1999-07-30,6.1,1838,1999
1261,2727,Killer's Kiss,"['Crime', 'Film-Noir']","The film revolves around Davey Gordon, a 29 year old welterweight New York boxer in the end of his career, and his relationship with a dancer and her violent employer.",12.729,1955-10-01,6.3,491,1955
1262,2728,Spartacus,"['Action', 'Drama', 'Romance', 'War']","The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.",45.646,1960-10-13,7.5,1962,1960
1263,2730,Barry Lyndon,"['Drama', 'Romance', 'War']","An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",22.804,1975-12-18,8.0,2581,1975
1264,2737,Assassination,"['Action', 'Drama', 'Thriller']","In Japanese-occupied Korea, three freedom fighters are assigned a mission to assassinate a genocidal military leader and his top collaborator. But the plan goes completely awry amidst double-crossings, counter-assassinations, and a shocking revelation about one of the assassins' past.",16.545,2015-07-22,7.406,213,2015
1265,2743,Native Son,['Drama'],"A young black man named Bigger Thomas takes a job working for a highly influential Chicago family, a decision that will change the course of his life forever.",10.686,2019-01-24,5.468,78,2019
1266,2746,Little Shop of Horrors,"['Comedy', 'Horror', 'Musical']","Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day Seymour finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",16.457,1986-12-19,6.909,1313,1986
1267,2748,Allan Quatermain and the Lost City of Gold,"['Action', 'Adventure', 'Comedy']","After his brother Robeson disappears without a trace while exploring Africa in search of a legendary 'white tribe', Allan Quatermain decides to follow in his footsteps to learn what became of him. Soon after arriving, he discovers the Lost City of Gold, controlled by the evil lord Agon, and mined by his legions of white slaves.",17.874,1986-12-17,4.745,235,1986
1268,2750,Radio Days,"['Comedy', 'Drama']","The Narrator tells us how the radio influenced his childhood in the days before TV. In the New York City of the late 1930s to the New Year's Eve 1944, this coming-of-age tale mixes the narrator's experiences with contemporary anecdotes and urban legends of the radio stars.",11.757,1987-01-30,7.041,502,1987
1269,2759,Dick,['Comedy'],"Two high school girls wander off during a class trip to the White House and meet President Richard Nixon. They become the official dog walkers for Nixon's dog Checkers, and become his secret advisors during the Watergate scandal.",17.796,1999-08-04,5.848,243,1999
1270,2770,Bowfinger,['Comedy'],"On the verge of bankruptcy and desperate for his big break, aspiring filmmaker Bobby Bowfinger concocts a crazy plan to make his ultimate dream movie. Rallying a ragtag team that includes a starry-eyed ingenue, a has-been diva and a film studio gofer, he sets out to shoot a blockbuster featuring the biggest star in Hollywood, Kit Ramsey -- only without letting Ramsey know he's in the picture.",26.153,1999-08-12,6.162,767,1999
1271,2787,Cat's Eye,['Horror'],"Three short stories linked by a stray cat that roams from one tale to the next, in this creepy triptych that begins as Dick tries to quit smoking by any means necessary. Next, we meet Johnny, an adulterous man who's forced by his lover's husband onto a building's hazardous ledge. Finally, Amanda is threatened by an evil gnome who throws suspicion on the family cat.",19.409,1985-04-12,6.769,579,1985
1272,2789,Damien: Omen II,['Horror'],"Since the sudden and highly suspicious death of his parents, 12-year-old Damien has been in the charge of his wealthy aunt and uncle. Widely feared to be the Antichrist, Damien relentlessly plots to seize control of his uncle's business empire—and the world. Anyone attempting to unravel the secrets of Damien's sinister past or fiendish future meets with a swift and cruel demise.",21.077,1978-06-09,6.427,619,1978
1273,2791,Airplane!,['Comedy'],An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,37.719,1980-07-02,7.291,4119,1980
1274,2792,Airplane II: The Sequel,['Comedy'],"A faulty computer causes a passenger space shuttle to head straight for the sun, and man-with-a-past Ted Striker must save the day and get the shuttle back on track – again – all the while trying to patch up his relationship with Elaine.",21.07,1982-12-10,6.075,988,1982
1275,2795,National Lampoon's Vacation,['Comedy'],"Clark Griswold is on a quest to take his family to the Walley World theme park for a vacation, but things don't go exactly as planned.",71.613,1983-07-29,7.115,1405,1983
1276,2796,Funny Farm,['Comedy'],"Sportswriter Andy Farmer moves with his schoolteacher wife Elizabeth to the country in order to write a novel in relative seclusion. Of course, seclusion is the last thing the Farmers find in the small, eccentric town, where disaster awaits them at every turn.",10.765,1988-06-03,6.176,242,1988
1277,2797,Big,"['Comedy', 'Drama', 'Fantasy', 'Romance']",When a young boy makes a wish at a carnival machine to be big—he wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman.,40.834,1988-06-03,7.164,3339,1988
1279,2798,Problem Child,"['Children', 'Comedy']","Ben Healy and his social climbing wife Flo adopt fun-loving seven year old Junior. But they soon discover he's a little monster as he turns a camping trip, a birthday party and even a baseball game into comic nightmares.",24.586,1990-07-27,6.017,756,1990
1280,2799,Problem Child 2,['Comedy'],"Junior and his father, Ben, move from Cold River to Mortville. Junior becomes threatened by Ben's desire to date again and find a new mother for Junior, and sabotages each of his dates.",33.495,1991-07-03,5.816,561,1991
1281,2800,Little Nemo: Adventures in Slumberland,"['Adventure', 'Animation', 'Children', 'Drama', 'Fantasy']","A little boy whose dreams transcend reality is sucked into his own fantasy, which is everything he has dreamed of, until he unleashes an old secret that may not only destroy this perfect dream world but reality itself.",20.329,1989-07-15,6.8,151,1989
